accuracy,loss,val_accuracy,val_loss
0.2626112699508667,1.8395278453826904,0.3515625,1.6251914501190186
0.3926805257797241,1.5121634006500244,0.44140625,1.4379310607910156
0.4856577515602112,1.330525279045105,0.58984375,1.1872289180755615
0.5365974307060242,1.1919076442718506,0.59375,1.1314622163772583
0.5811077952384949,1.0905025005340576,0.60546875,1.0301587581634521
0.6152324676513672,1.019187331199646,0.6640625,0.9592782258987427
0.6533135771751404,0.947230875492096,0.66015625,0.978095531463623
0.6602373719215393,0.9108827114105225,0.68359375,0.8472806811332703
0.6770524382591248,0.8538313508033752,0.70703125,0.8639082312583923
0.6938674449920654,0.8211069703102112,0.73046875,0.8393052816390991
