accuracy,loss,val_accuracy,val_loss,learning_rate
0.32195845246315,1.659159541130066,0.171875,1.792183518409729,9.999999747378752e-05
0.4193867444992065,1.4601413011550903,0.15625,1.805279970169068,9.999999747378752e-05
0.4564787447452545,1.392966389656067,0.171875,1.7271279096603394,9.999999747378752e-05
0.4747774600982666,1.3457412719726562,0.2890625,1.5870084762573242,9.999999747378752e-05
0.501483678817749,1.3130782842636108,0.50390625,1.4024243354797363,9.999999747378752e-05
0.5153313279151917,1.2771395444869995,0.50390625,1.3340144157409668,9.999999747378752e-05
0.5242334604263306,1.2533577680587769,0.44921875,1.3840240240097046,9.999999747378752e-05
0.5311572551727295,1.2321875095367432,0.54296875,1.27024245262146,9.999999747378752e-05
0.5474777221679688,1.203066349029541,0.5234375,1.2570734024047852,9.999999747378752e-05
0.5464886426925659,1.1892733573913574,0.50390625,1.2750322818756104,9.999999747378752e-05
0.5642927885055542,1.1751904487609863,0.53125,1.2620128393173218,9.999999747378752e-05
0.56083083152771,1.1592298746109009,0.50390625,1.2788089513778689,9.999999747378752e-05
0.5766567587852478,1.1329892873764038,0.55078125,1.227277159690857,4.999999873689376e-05
0.5840751528739929,1.1213421821594238,0.62109375,1.1219587326049805,4.999999873689376e-05
0.5697329640388489,1.1199111938476562,0.5625,1.1722334623336792,4.999999873689376e-05
0.5791295766830444,1.124678611755371,0.55078125,1.173088312149048,4.999999873689376e-05
0.5830860733985901,1.1234358549118042,0.65625,1.1127185821533203,4.999999873689376e-05
0.5825914740562439,1.1183229684829712,0.65234375,1.0840281248092651,4.999999873689376e-05
0.604846715927124,1.098610758781433,0.578125,1.1352428197860718,4.999999873689376e-05
0.5880316495895386,1.1076927185058594,0.62109375,1.125598669052124,4.999999873689376e-05
